"1","init.MRTDQLJRPQZA.base64.CapTechUtest.org"
"1","0.goqBVy2Yy6g6VjwJHFucb6m1tgF6P_aAGM-d2561uaGnDQKYiX-GMFYgPi2gNxQ.67NJHR5CT_mv63sOzbXzMsDfThs61J9YrNOfCw_wizahXdHzrZ_f.CapTechUtest.org"
"1","1.nLdxW-KiWlZqoUAxlwrvFl_6ddRODao0zLQ1rpzpJmQ.CapTechUtest.org"
"1","init.MRTDQLJSPQZA.base64.CapTechUtest.org"
"1","0.goqBVy2Yy6g6VjwJHFtNfGPstgF6P_aAGM-d2561uaGnDQEYtgQEytb_5S2gNxQ.67NJHR5CT_mv63sOzba3fem7Ths61J9YrNOfCw_wizahXdHzrZ_f.CapTechUtest.org"
"1","1.nLdxW-KiWlZqrUAxlwrvFl_6ddRODao0zLQ1rpzpJmQ.CapTechUtest.org"
"1","init.MRTDQLJTPQZA.base64.CapTechUtest.org"
"1","0.goqBVy2Yy6g6VjwJHFtPK-xttgF6P_aAGM-d2561uaGnDQCgs0Uidre4Gi6gNxQ.67NJHR5CT_mv63sOzba-I9e_Ths61J9YrNOfCw_wizahXdHzrZ_f.CapTechUtest.org"
"1","1.nLdxW-KiWlZqqUAxlwrvFl_6ddRODao0zLQ1rpzpJmQ.CapTechUtest.org"
"1","init.MRTDQLJUPQZA.base64.CapTechUtest.org"
"1","0.goqBVy2Yy6g6VjwJHFvDTv3VtgF6P_aAGM-d2561uaGnDQfYdKPirdLE5yqgNxQ.67NJHR5CT_mv63sOzbSPt5FfThs61J9YrNOfCw_wizahXdHzrZ_f.CapTechUtest.org"
"1","1.nLdxW-KiWlZqtUAxlwrvFl_6ddRODao0zLQ1rpzpJmQ.CapTechUtest.org"
"1","init.MRTDQLJVPQZA.base64.CapTechUtest.org"
"1","0.goqBVy2Yy6g6VjwJHFtnq8J5tgF6P_aAGM-d2561uaGnDQYY8MRYTpdBJCygNxQ.67NJHR5CT_mv63sOzbYcI2_vThs61J9YrNOfCw_wizahXdHzrZ_f.CapTechUtest.org"
"1","1.nLdxW-KiWlZqsUAxlwrvFl_6ddRODao0zLQ1rpzpJmQ.CapTechUtest.org"
"1","init.MRTDQLJWPQZA.base64.CapTechUtest.org"
"1","0.goqBVy2Yy6g6VjwJHFtnq8J5tgF6P_aAGM-d2561uaGnDQUY8MRYTpdBJCygNxQ.67NJHR5CT_mv63sOzbYcI2_vThs61J9YrNOfCw_wizahXdHzrZ_f.CapTechUtest.org"
"1","1.nLdxW-KiWlZqvUAxlwrvFl_6ddRODao0zLQ1rpzpJmQ.CapTechUtest.org"
"0","trust-provider.com"
"0","stats.pandora.com"
"0","alog.umeng.com"
"0","onetrust.com"
"0","cloudinary.com"
"0","webvisor.com"
"0","com.home"
"0","market.xiaomi.com"
"0","col.eum-appdynamics.com"
"0","ktpx.amazon.com"
"0","blobstore.apple-dns.net"
"0","trustx.org"
"0","acds.prod.vidible.tv"
"0","network.bazaarvoice.com"
"0","sofia.trustx.org"
"0","brightcloud.com"
"0","dsp.adkernel.com"
"0","accounts.firefox.com"
